# BUSCO version is: 5.0.0 
# The lineage dataset is: poales_odb10 (Creation date: 2020-08-05, number of species: 12, number of BUSCOs: 4896)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
6400at38820	Duplicated	Chr4D	302219050	302223217	+	889.2	456	https://www.orthodb.org/v10?query=6400at38820	Cytochrome P450
6406at38820	Duplicated	Chr7A	540115863	540119607	+	896.1	470	https://www.orthodb.org/v10?query=6406at38820	L-ascorbate oxidase
6406at38820	Duplicated	Chr7D:465949299-491963104	465949299	465953283	-	901.2	469	https://www.orthodb.org/v10?query=6406at38820	L-ascorbate oxidase
6407at38820	Duplicated	Chr6B	561514837	561516791	+	1057.4	508	https://www.orthodb.org/v10?query=6407at38820	Protein NRT1/ PTR FAMILY 7.1
6407at38820	Duplicated	Chr6A	510981400	510983365	-	1062.6	508	https://www.orthodb.org/v10?query=6407at38820	Protein NRT1/ PTR FAMILY 7.1
6407at38820	Duplicated	Chr6D	389548592	389550543	-	1064.2	508	https://www.orthodb.org/v10?query=6407at38820	Protein NRT1/ PTR FAMILY 7.1
6411at38820	Duplicated	Chr1D	329277732	329285477	-	713.7	454	https://www.orthodb.org/v10?query=6411at38820	N-acetyltransferases
6411at38820	Duplicated	Chr1B	447641553	447649106	-	811.2	472	https://www.orthodb.org/v10?query=6411at38820	N-acetyltransferases
6413at38820	Duplicated	Chr3D	508693637	508700747	+	735.0	469	https://www.orthodb.org/v10?query=6413at38820	uncharacterized protein LOC100830508
6413at38820	Duplicated	Chr3A	645792386	645797048	+	820.5	501	https://www.orthodb.org/v10?query=6413at38820	uncharacterized protein LOC100830508
6413at38820	Duplicated	Chr3B	684815393	684819956	+	834.0	500	https://www.orthodb.org/v10?query=6413at38820	uncharacterized protein LOC100830508
6415at38820	Duplicated	Chr1D	309604914	309609299	+	835.3	424	https://www.orthodb.org/v10?query=6415at38820	WD repeat-containing protein WRAP73
6415at38820	Duplicated	Chr1A	387287404	387291449	+	839.6	439	https://www.orthodb.org/v10?query=6415at38820	WD repeat-containing protein WRAP73
6415at38820	Duplicated	Chr1B	421034428	421038813	+	867.2	410	https://www.orthodb.org/v10?query=6415at38820	WD repeat-containing protein WRAP73
6429at38820	Duplicated	Chr7B	597037969	597039908	+	899.2	483	https://www.orthodb.org/v10?query=6429at38820	Pentatricopeptide repeat-containing protein
6429at38820	Duplicated	Chr7A	636792138	636794065	+	915.3	483	https://www.orthodb.org/v10?query=6429at38820	Pentatricopeptide repeat-containing protein
6429at38820	Duplicated	Chr7D	550589591	550591490	+	924.5	483	https://www.orthodb.org/v10?query=6429at38820	Pentatricopeptide repeat-containing protein
6430at38820	Duplicated	Chr2B	125062387	125072593	+	774.3	402	https://www.orthodb.org/v10?query=6430at38820	sialyltransferase-like protein 5
6430at38820	Duplicated	Chr2A	80633497	80643074	+	780.1	402	https://www.orthodb.org/v10?query=6430at38820	sialyltransferase-like protein 5
6430at38820	Duplicated	Chr2D	78403515	78412514	+	820.1	400	https://www.orthodb.org/v10?query=6430at38820	sialyltransferase-like protein 5
6432at38820	Complete	Chr1D	298881422	298885996	+	919.0	439	https://www.orthodb.org/v10?query=6432at38820	carotene epsilon-monooxygenase, chloroplastic
6434at38820	Duplicated	Chr7A	154750434	154754288	-	810.0	437	https://www.orthodb.org/v10?query=6434at38820	DNA polymerase lambda
6434at38820	Duplicated	Chr7D	153315030	153319001	-	830.8	457	https://www.orthodb.org/v10?query=6434at38820	DNA polymerase lambda
6434at38820	Duplicated	Chr7B	115937910	115941904	-	892.2	440	https://www.orthodb.org/v10?query=6434at38820	DNA polymerase lambda
6435at38820	Duplicated	Chr7A	644641551	644646325	+	827.3	472	https://www.orthodb.org/v10?query=6435at38820	LOC101766049
6435at38820	Duplicated	Chr7B	605467107	605471851	+	890.0	472	https://www.orthodb.org/v10?query=6435at38820	LOC101766049
6435at38820	Duplicated	Chr7D	556232041	556236668	+	902.7	472	https://www.orthodb.org/v10?query=6435at38820	LOC101766049
6440at38820	Duplicated	Chr2A	98681323	98684446	-	940.4	497	https://www.orthodb.org/v10?query=6440at38820	probable protein arginine N-methyltransferase 3
6440at38820	Duplicated	Chr2B	154715156	154718302	-	961.6	489	https://www.orthodb.org/v10?query=6440at38820	probable protein arginine N-methyltransferase 3
6440at38820	Duplicated	Chr2D	97814791	97817934	-	984.8	488	https://www.orthodb.org/v10?query=6440at38820	probable protein arginine N-methyltransferase 3
6443at38820	Duplicated	Chr3B	398587910	398589919	-	1129.9	552	https://www.orthodb.org/v10?query=6443at38820	Pentatricopeptide repeat-containing protein
6443at38820	Duplicated	Chr3A	399186007	399187995	-	1139.7	552	https://www.orthodb.org/v10?query=6443at38820	Pentatricopeptide repeat-containing protein
6443at38820	Duplicated	Chr3D	295183865	295185853	-	1145.9	552	https://www.orthodb.org/v10?query=6443at38820	Pentatricopeptide repeat-containing protein
6449at38820	Duplicated	Chr6B	431049488	431053212	-	753.4	799	https://www.orthodb.org/v10?query=6449at38820	B3 domain-containing protein
6449at38820	Duplicated	Chr6A	389596101	389599684	+	765.7	831	https://www.orthodb.org/v10?query=6449at38820	B3 domain-containing protein
6449at38820	Duplicated	Chr6D	291883787	291887383	-	802.2	831	https://www.orthodb.org/v10?query=6449at38820	B3 domain-containing protein
6454at38820	Duplicated	Chr7B	626091735	626098737	+	670.1	467	https://www.orthodb.org/v10?query=6454at38820	LOC101781853
6454at38820	Duplicated	Chr7A	657006497	657013542	-	697.5	455	https://www.orthodb.org/v10?query=6454at38820	LOC101781853
6454at38820	Duplicated	Chr7D	568819463	568826508	-	715.9	455	https://www.orthodb.org/v10?query=6454at38820	LOC101781853
6455at38820	Duplicated	Chr4A	734648979	734653297	+	865.6	445	https://www.orthodb.org/v10?query=6455at38820	Zinc finger, RING/FYVE/PHD-type
6455at38820	Duplicated	Chr7A	11430299	11434746	-	878.3	442	https://www.orthodb.org/v10?query=6455at38820	Zinc finger, RING/FYVE/PHD-type
6455at38820	Duplicated	Chr7D	11731746	11736254	-	884.3	441	https://www.orthodb.org/v10?query=6455at38820	Zinc finger, RING/FYVE/PHD-type
6458at38820	Duplicated	Chr5A	375479062	375483514	+	783.6	437	https://www.orthodb.org/v10?query=6458at38820	uncharacterized protein LOC109754702
6458at38820	Duplicated	Chr5B	324172627	324176139	+	818.6	477	https://www.orthodb.org/v10?query=6458at38820	uncharacterized protein LOC109754702
6458at38820	Duplicated	Chr5D	285597844	285601359	+	821.3	447	https://www.orthodb.org/v10?query=6458at38820	uncharacterized protein LOC109754702
6460at38820	Duplicated	Chr2D	18686526	18690264	+	1047.2	528	https://www.orthodb.org/v10?query=6460at38820	ruBisCO large subunit-binding protein subunit alpha, chloroplastic
6460at38820	Duplicated	Chr2B	33183035	33186594	+	1054.9	524	https://www.orthodb.org/v10?query=6460at38820	ruBisCO large subunit-binding protein subunit alpha, chloroplastic
6460at38820	Duplicated	ChrUnknown:13314389-22488607	13314389	13318082	+	1061.4	528	https://www.orthodb.org/v10?query=6460at38820	ruBisCO large subunit-binding protein subunit alpha, chloroplastic
6470at38820	Duplicated	Chr6A	218006021	218014014	+	907.9	606	https://www.orthodb.org/v10?query=6470at38820	P-loop containing nucleoside triphosphate hydrolase
6470at38820	Duplicated	Chr6D	178936795	178944828	-	915.5	604	https://www.orthodb.org/v10?query=6470at38820	P-loop containing nucleoside triphosphate hydrolase
6470at38820	Duplicated	Chr6B	286244880	286253250	-	919.5	595	https://www.orthodb.org/v10?query=6470at38820	P-loop containing nucleoside triphosphate hydrolase
6478at38820	Duplicated	Chr1A	441763184	441765043	-	895.8	499	https://www.orthodb.org/v10?query=6478at38820	Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A
6478at38820	Duplicated	Chr1D	342201065	342202942	-	903.2	499	https://www.orthodb.org/v10?query=6478at38820	Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A
6478at38820	Duplicated	Chr1B	460822173	460824050	-	903.3	499	https://www.orthodb.org/v10?query=6478at38820	Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A
6491at38820	Duplicated	Chr4A	580856560	580866264	+	937.3	525	https://www.orthodb.org/v10?query=6491at38820	RNA polymerase II-associated protein 3
6491at38820	Duplicated	Chr4D	19584458	19594366	-	963.5	524	https://www.orthodb.org/v10?query=6491at38820	RNA polymerase II-associated protein 3
6491at38820	Duplicated	Chr4B	34261406	34272606	-	1015.6	523	https://www.orthodb.org/v10?query=6491at38820	RNA polymerase II-associated protein 3
6494at38820	Duplicated	Chr7A	481461858	481463764	-	916.0	530	https://www.orthodb.org/v10?query=6494at38820	Pentatricopeptide repeat-containing protein
6494at38820	Duplicated	Chr1A	110978422	110980341	-	1010.0	530	https://www.orthodb.org/v10?query=6494at38820	Pentatricopeptide repeat-containing protein
6494at38820	Duplicated	Chr1B	127217111	127219030	-	1014.1	530	https://www.orthodb.org/v10?query=6494at38820	Pentatricopeptide repeat-containing protein
6494at38820	Duplicated	Chr1D	80633444	80635366	-	1018.9	530	https://www.orthodb.org/v10?query=6494at38820	Pentatricopeptide repeat-containing protein
6495at38820	Duplicated	Chr6A	44981427	44985428	+	847.3	419	https://www.orthodb.org/v10?query=6495at38820	uncharacterized protein LOC109755112
6495at38820	Duplicated	Chr6B	81550805	81554062	+	922.9	481	https://www.orthodb.org/v10?query=6495at38820	uncharacterized protein LOC109755112
6495at38820	Duplicated	Chr6D	46642449	46645974	+	927.4	481	https://www.orthodb.org/v10?query=6495at38820	uncharacterized protein LOC109755112
6497at38820	Duplicated	Chr3B	543748243	543750225	-	1047.7	577	https://www.orthodb.org/v10?query=6497at38820	Pentatricopeptide repeat-containing protein
6497at38820	Duplicated	Chr3D	403994900	403996882	-	1057.1	577	https://www.orthodb.org/v10?query=6497at38820	Pentatricopeptide repeat-containing protein
6502at38820	Duplicated	Chr7A	23851044	23854615	+	729.9	387	https://www.orthodb.org/v10?query=6502at38820	Cyclin-dependent kinase F-4
6502at38820	Duplicated	Chr7D	23446253	23449698	+	755.7	380	https://www.orthodb.org/v10?query=6502at38820	Cyclin-dependent kinase F-4
6502at38820	Duplicated	Chr4A	710087409	710090890	+	775.3	379	https://www.orthodb.org/v10?query=6502at38820	Cyclin-dependent kinase F-4
6503at38820	Duplicated	Chr7D	103139052	103144387	-	913.8	416	https://www.orthodb.org/v10?query=6503at38820	Carboxypeptidase
6503at38820	Duplicated	Chr7B	60628741	60634047	-	921.3	416	https://www.orthodb.org/v10?query=6503at38820	Carboxypeptidase
6503at38820	Duplicated	Chr7A	108546945	108557492	-	922.1	416	https://www.orthodb.org/v10?query=6503at38820	Carboxypeptidase
6513at38820	Duplicated	Chr1B	647558451	647560408	+	879.3	511	https://www.orthodb.org/v10?query=6513at38820	MACPF domain-containing protein NSL1
6513at38820	Duplicated	Chr1A	558286220	558288157	+	882.1	506	https://www.orthodb.org/v10?query=6513at38820	MACPF domain-containing protein NSL1
6513at38820	Duplicated	Chr1D	466773501	466775435	+	886.9	505	https://www.orthodb.org/v10?query=6513at38820	MACPF domain-containing protein NSL1
6521at38820	Duplicated	Chr2A	434769013	434780093	+	866.9	411	https://www.orthodb.org/v10?query=6521at38820	amino acid permease 6
6521at38820	Duplicated	Chr2D:311633626-372644541	311633626	311639035	-	869.2	412	https://www.orthodb.org/v10?query=6521at38820	amino acid permease 6
6523at38820	Duplicated	Chr4A	339707039	339723603	+	852.1	416	https://www.orthodb.org/v10?query=6523at38820	transmembrane protein 87B
6523at38820	Duplicated	Chr4B	270383617	270397842	+	852.5	416	https://www.orthodb.org/v10?query=6523at38820	transmembrane protein 87B
6523at38820	Duplicated	Chr4D	234650502	234659808	+	857.7	416	https://www.orthodb.org/v10?query=6523at38820	transmembrane protein 87B
6524at38820	Duplicated	Chr2A	504248531	504252000	-	915.7	447	https://www.orthodb.org/v10?query=6524at38820	PPM-type phosphatase domain
6524at38820	Duplicated	Chr2D	371891531	371895055	-	918.3	447	https://www.orthodb.org/v10?query=6524at38820	PPM-type phosphatase domain
6524at38820	Duplicated	Chr2B	447748388	447751849	-	919.9	447	https://www.orthodb.org/v10?query=6524at38820	PPM-type phosphatase domain
6530at38820	Duplicated	Chr7B	259221106	259225955	+	937.4	443	https://www.orthodb.org/v10?query=6530at38820	auxin-independent growth promoter
6530at38820	Duplicated	Chr7D	266714349	266720394	+	938.1	446	https://www.orthodb.org/v10?query=6530at38820	auxin-independent growth promoter
6537at38820	Duplicated	Chr1A	109900073	109902841	-	849.1	510	https://www.orthodb.org/v10?query=6537at38820	Fibronectin type III
6537at38820	Duplicated	Chr1B	126611553	126614631	-	875.6	510	https://www.orthodb.org/v10?query=6537at38820	Fibronectin type III
6537at38820	Duplicated	Chr1D	79983652	79986456	-	877.8	510	https://www.orthodb.org/v10?query=6537at38820	Fibronectin type III
6541at38820	Duplicated	Chr1B	663068733	663073438	+	809.2	515	https://www.orthodb.org/v10?query=6541at38820	RimM, N-terminal
6541at38820	Duplicated	Chr1A	568195950	568201122	-	943.9	550	https://www.orthodb.org/v10?query=6541at38820	RimM, N-terminal
6543at38820	Duplicated	Chr6D	294808544	294811114	+	1009.4	581	https://www.orthodb.org/v10?query=6543at38820	Cyclin-dependent kinase G-1
6543at38820	Duplicated	Chr6B	443599996	443602577	+	1017.4	580	https://www.orthodb.org/v10?query=6543at38820	Cyclin-dependent kinase G-1
6547at38820	Duplicated	Chr2B	590191823	590195631	+	1040.2	652	https://www.orthodb.org/v10?query=6547at38820	RNA recognition water-stress protein1
6547at38820	Duplicated	Chr2A	642793216	642796829	-	1112.5	652	https://www.orthodb.org/v10?query=6547at38820	RNA recognition water-stress protein1
6547at38820	Duplicated	Chr2D	496803167	496806790	+	1120.6	652	https://www.orthodb.org/v10?query=6547at38820	RNA recognition water-stress protein1
6550at38820	Duplicated	Chr5D	349644957	349648154	-	840.1	437	https://www.orthodb.org/v10?query=6550at38820	uncharacterized protein At1g04910
6550at38820	Duplicated	Chr5A	445105411	445108590	+	859.8	440	https://www.orthodb.org/v10?query=6550at38820	uncharacterized protein At1g04910
6550at38820	Duplicated	Chr5B	407157683	407160913	+	860.1	432	https://www.orthodb.org/v10?query=6550at38820	uncharacterized protein At1g04910
6561at38820	Duplicated	Chr4A	540782405	540786687	+	725.8	413	https://www.orthodb.org/v10?query=6561at38820	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2
6561at38820	Duplicated	Chr4B	85329658	85334080	-	749.3	413	https://www.orthodb.org/v10?query=6561at38820	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2
6561at38820	Duplicated	Chr4D	55780906	55788119	-	752.5	413	https://www.orthodb.org/v10?query=6561at38820	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2
6562at38820	Duplicated	Chr5D	291832877	291835705	+	776.4	355	https://www.orthodb.org/v10?query=6562at38820	sugar transport protein 14
6562at38820	Duplicated	Chr5A	382527610	382530470	+	780.8	355	https://www.orthodb.org/v10?query=6562at38820	sugar transport protein 14
6562at38820	Duplicated	Chr5B	331499508	331502533	+	785.4	355	https://www.orthodb.org/v10?query=6562at38820	sugar transport protein 14
6571at38820	Duplicated	Chr3B	691490503	691495408	+	895.6	495	https://www.orthodb.org/v10?query=6571at38820	ATP-dependent Clp protease ATP-binding subunit ClpX
6571at38820	Duplicated	Chr3A	649231699	649236763	+	902.6	495	https://www.orthodb.org/v10?query=6571at38820	ATP-dependent Clp protease ATP-binding subunit ClpX
6571at38820	Duplicated	Chr3D	514932122	514937010	+	905.5	498	https://www.orthodb.org/v10?query=6571at38820	ATP-dependent Clp protease ATP-binding subunit ClpX
6576at38820	Duplicated	Chr6D	388127704	388131301	+	729.8	394	https://www.orthodb.org/v10?query=6576at38820	Short-chain dehydrogenase/reductase family 42E member 1
6576at38820	Duplicated	Chr6A	509390252	509393920	+	733.4	399	https://www.orthodb.org/v10?query=6576at38820	Short-chain dehydrogenase/reductase family 42E member 1
6577at38820	Duplicated	Chr2D	69681725	69685384	-	653.4	335	https://www.orthodb.org/v10?query=6577at38820	Xylose isomerase
6577at38820	Duplicated	Chr2B	111840109	111843914	+	664.8	363	https://www.orthodb.org/v10?query=6577at38820	Xylose isomerase
6577at38820	Duplicated	Chr2A	72237495	72241112	+	675.4	355	https://www.orthodb.org/v10?query=6577at38820	Xylose isomerase
6578at38820	Duplicated	Chr5A	367002667	367007183	-	924.4	429	https://www.orthodb.org/v10?query=6578at38820	ultraviolet-B receptor UVR8
6578at38820	Duplicated	Chr5B	318830737	318835676	-	930.1	431	https://www.orthodb.org/v10?query=6578at38820	ultraviolet-B receptor UVR8
6578at38820	Duplicated	Chr5D	280397432	280402358	-	933.6	430	https://www.orthodb.org/v10?query=6578at38820	ultraviolet-B receptor UVR8
6583at38820	Duplicated	Chr4B	513161419	513165761	-	891.2	458	https://www.orthodb.org/v10?query=6583at38820	Putative mitochondrial-processing peptidase subunit beta
6583at38820	Duplicated	Chr4A	47100876	47104962	+	897.2	451	https://www.orthodb.org/v10?query=6583at38820	Putative mitochondrial-processing peptidase subunit beta
6583at38820	Duplicated	Chr4D	416798940	416802680	-	915.2	446	https://www.orthodb.org/v10?query=6583at38820	Putative mitochondrial-processing peptidase subunit beta
6589at38820	Duplicated	Chr3A	409820098	409821921	+	930.0	514	https://www.orthodb.org/v10?query=6589at38820	Pentatricopeptide repeat-containing protein
6589at38820	Duplicated	Chr3B	406493952	406495775	+	931.5	515	https://www.orthodb.org/v10?query=6589at38820	Pentatricopeptide repeat-containing protein
6589at38820	Duplicated	Chr3D	301137355	301139163	+	944.2	514	https://www.orthodb.org/v10?query=6589at38820	Pentatricopeptide repeat-containing protein
6599at38820	Duplicated	Chr3B	251341279	251346886	+	560.1	342	https://www.orthodb.org/v10?query=6599at38820	WD40-repeat-containing domain
6599at38820	Duplicated	Chr3A	207192119	207197093	+	584.6	338	https://www.orthodb.org/v10?query=6599at38820	WD40-repeat-containing domain
6599at38820	Duplicated	Chr3D	163720235	163725203	+	592.4	337	https://www.orthodb.org/v10?query=6599at38820	WD40-repeat-containing domain
6602at38820	Duplicated	Chr4A	195644147	195651647	+	935.6	464	https://www.orthodb.org/v10?query=6602at38820	fumarate hydratase 1, mitochondrial
6602at38820	Duplicated	Chr4B	363419543	363426776	+	980.1	463	https://www.orthodb.org/v10?query=6602at38820	fumarate hydratase 1, mitochondrial
6602at38820	Duplicated	Chr4D	295885083	295892371	-	981.5	463	https://www.orthodb.org/v10?query=6602at38820	fumarate hydratase 1, mitochondrial
6604at38820	Duplicated	Chr7A	432226634	432237658	-	807.2	423	https://www.orthodb.org/v10?query=6604at38820	monodehydroascorbate reductase 5, mitochondrial isoform X1
6604at38820	Duplicated	Chr7B	378991385	379004978	-	892.2	426	https://www.orthodb.org/v10?query=6604at38820	monodehydroascorbate reductase 5, mitochondrial isoform X1
6604at38820	Duplicated	Chr7D	381374028	381379027	-	910.9	425	https://www.orthodb.org/v10?query=6604at38820	monodehydroascorbate reductase 5, mitochondrial isoform X1
6607at38820	Duplicated	Chr5D	47272450	47282903	-	646.2	369	https://www.orthodb.org/v10?query=6607at38820	Vacuolar fusion protein CCZ1 homolog
6607at38820	Duplicated	Chr5B	50620192	50631115	-	647.0	375	https://www.orthodb.org/v10?query=6607at38820	Vacuolar fusion protein CCZ1 homolog
6613at38820	Duplicated	Chr7B	229056041	229064799	-	883.0	451	https://www.orthodb.org/v10?query=6613at38820	uncharacterized aarF domain-containing protein kinase At5g05200, chloroplastic
6613at38820	Duplicated	Chr7D	239833322	239846254	-	887.1	451	https://www.orthodb.org/v10?query=6613at38820	uncharacterized aarF domain-containing protein kinase At5g05200, chloroplastic
6613at38820	Duplicated	Chr7A	258344131	258350740	-	889.9	452	https://www.orthodb.org/v10?query=6613at38820	uncharacterized aarF domain-containing protein kinase At5g05200, chloroplastic
6615at38820	Duplicated	Chr5A	586952815	586954782	-	1032.2	583	https://www.orthodb.org/v10?query=6615at38820	pentatricopeptide repeat-containing protein At5g19020, mitochondrial
6615at38820	Duplicated	Chr5B	574832198	574834165	+	1037.7	583	https://www.orthodb.org/v10?query=6615at38820	pentatricopeptide repeat-containing protein At5g19020, mitochondrial
6615at38820	Duplicated	Chr5D	467575561	467577528	-	1039.5	583	https://www.orthodb.org/v10?query=6615at38820	pentatricopeptide repeat-containing protein At5g19020, mitochondrial
6620at38820	Duplicated	Chr6D	276333583	276335040	+	700.4	358	https://www.orthodb.org/v10?query=6620at38820	F-box domain
6620at38820	Duplicated	Chr6B	355172871	355174250	+	778.9	391	https://www.orthodb.org/v10?query=6620at38820	F-box domain
6623at38820	Duplicated	Chr4A	62558717	62560292	+	943.5	449	https://www.orthodb.org/v10?query=6623at38820	3-ketoacyl-CoA synthase
6623at38820	Duplicated	Chr4B	502116925	502118569	+	955.1	449	https://www.orthodb.org/v10?query=6623at38820	3-ketoacyl-CoA synthase
6623at38820	Duplicated	Chr4D	404931496	404933153	+	955.2	449	https://www.orthodb.org/v10?query=6623at38820	3-ketoacyl-CoA synthase
6634at38820	Duplicated	Chr4A	634299744	634304513	+	1015.6	598	https://www.orthodb.org/v10?query=6634at38820	DnaJ homolog subfamily C member 14
6634at38820	Duplicated	Chr5D	539810281	539815143	-	1016.9	598	https://www.orthodb.org/v10?query=6634at38820	DnaJ homolog subfamily C member 14
6634at38820	Duplicated	Chr5B	677719977	677724800	-	1018.9	598	https://www.orthodb.org/v10?query=6634at38820	DnaJ homolog subfamily C member 14
6641at38820	Duplicated	Chr5D	122167005	122169589	+	809.6	394	https://www.orthodb.org/v10?query=6641at38820	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
6641at38820	Duplicated	Chr5B	136205775	136208323	+	824.1	416	https://www.orthodb.org/v10?query=6641at38820	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
6641at38820	Duplicated	Chr5A	135377401	135379857	+	824.6	394	https://www.orthodb.org/v10?query=6641at38820	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
6645at38820	Duplicated	Chr2A	95326862	95339078	-	858.6	399	https://www.orthodb.org/v10?query=6645at38820	probable 4-coumarate--CoA ligase 5
6645at38820	Duplicated	Chr2D	95336610	95338450	-	875.5	416	https://www.orthodb.org/v10?query=6645at38820	probable 4-coumarate--CoA ligase 5
6645at38820	Duplicated	Chr2B	152240886	152242699	-	879.5	415	https://www.orthodb.org/v10?query=6645at38820	probable 4-coumarate--CoA ligase 5
6646at38820	Duplicated	Chr3D	565646236	565650014	-	755.1	403	https://www.orthodb.org/v10?query=6646at38820	Histone-lysine N-methyltransferase setd3
6646at38820	Duplicated	Chr3B	767219898	767223754	-	759.9	409	https://www.orthodb.org/v10?query=6646at38820	Histone-lysine N-methyltransferase setd3
6646at38820	Duplicated	Chr3A	698913831	698917393	-	858.1	457	https://www.orthodb.org/v10?query=6646at38820	Histone-lysine N-methyltransferase setd3
6654at38820	Duplicated	Chr6B	609546429	609552804	+	754.0	472	https://www.orthodb.org/v10?query=6654at38820	P-loop containing nucleoside triphosphate hydrolases superfamily protein
6654at38820	Duplicated	Chr6D	422511769	422518118	+	769.6	474	https://www.orthodb.org/v10?query=6654at38820	P-loop containing nucleoside triphosphate hydrolases superfamily protein
6654at38820	Duplicated	Chr6A	550150784	550157221	+	828.8	473	https://www.orthodb.org/v10?query=6654at38820	P-loop containing nucleoside triphosphate hydrolases superfamily protein
6673at38820	Duplicated	Chr7A	610296695	610299169	-	847.2	442	https://www.orthodb.org/v10?query=6673at38820	uncharacterized protein LOC101752994
6673at38820	Duplicated	Chr7B	567318958	567321334	-	850.6	442	https://www.orthodb.org/v10?query=6673at38820	uncharacterized protein LOC101752994
6673at38820	Duplicated	Chr7D	528084373	528086766	-	854.0	442	https://www.orthodb.org/v10?query=6673at38820	uncharacterized protein LOC101752994
6674at38820	Duplicated	Chr7D	595583496	595586656	-	913.3	491	https://www.orthodb.org/v10?query=6674at38820	Glucose-methanol-choline oxidoreductase
6674at38820	Duplicated	Chr7A	690804168	690807989	-	923.7	485	https://www.orthodb.org/v10?query=6674at38820	Glucose-methanol-choline oxidoreductase
6674at38820	Duplicated	Chr7B	674361644	674365701	+	928.3	485	https://www.orthodb.org/v10?query=6674at38820	Glucose-methanol-choline oxidoreductase
6678at38820	Duplicated	Chr6D	305251743	305255660	-	701.9	360	https://www.orthodb.org/v10?query=6678at38820	Seven transmembrane domain-containing tyrosine-protein kinase 1
6678at38820	Duplicated	Chr6A	405853344	405857269	-	702.7	360	https://www.orthodb.org/v10?query=6678at38820	Seven transmembrane domain-containing tyrosine-protein kinase 1
6678at38820	Duplicated	Chr6B	452817425	452821566	-	774.8	410	https://www.orthodb.org/v10?query=6678at38820	Seven transmembrane domain-containing tyrosine-protein kinase 1
6682at38820	Duplicated	Chr5A	603446150	603451234	+	771.1	360	https://www.orthodb.org/v10?query=6682at38820	Citrate synthase
6682at38820	Duplicated	Chr5D	484911566	484916828	+	809.9	431	https://www.orthodb.org/v10?query=6682at38820	Citrate synthase
6682at38820	Duplicated	Chr5B	594953136	594958812	+	811.9	425	https://www.orthodb.org/v10?query=6682at38820	Citrate synthase
6685at38820	Duplicated	Chr3D	499699251	499703845	+	744.5	412	https://www.orthodb.org/v10?query=6685at38820	Nucleotide-diphospho-sugar transferase superfamily protein
6685at38820	Duplicated	Chr3B	674734610	674739394	+	821.7	420	https://www.orthodb.org/v10?query=6685at38820	Nucleotide-diphospho-sugar transferase superfamily protein
6685at38820	Duplicated	Chr3A	639274667	639279282	+	833.5	418	https://www.orthodb.org/v10?query=6685at38820	Nucleotide-diphospho-sugar transferase superfamily protein
6686at38820	Duplicated	Chr2A	531330889	531342142	-	723.7	420	https://www.orthodb.org/v10?query=6686at38820	Protein disulfide-isomerase
6686at38820	Duplicated	Chr2D	392984786	392987373	-	752.8	421	https://www.orthodb.org/v10?query=6686at38820	Protein disulfide-isomerase
6686at38820	Duplicated	Chr2B	470199637	470234322	-	760.9	420	https://www.orthodb.org/v10?query=6686at38820	Protein disulfide-isomerase
6688at38820	Duplicated	Chr2B	690105020	690106699	-	888.0	442	https://www.orthodb.org/v10?query=6688at38820	F-box domain containing protein
6688at38820	Duplicated	Chr2A	712788592	712790271	-	891.8	443	https://www.orthodb.org/v10?query=6688at38820	F-box domain containing protein
6688at38820	Duplicated	Chr2D	572236287	572237966	-	892.2	445	https://www.orthodb.org/v10?query=6688at38820	F-box domain containing protein
6697at38820	Duplicated	Chr2A	387799902	387802534	-	895.4	552	https://www.orthodb.org/v10?query=6697at38820	XS domain
6697at38820	Duplicated	Chr2D	307586582	307589203	-	921.0	552	https://www.orthodb.org/v10?query=6697at38820	XS domain
6697at38820	Duplicated	Chr2B	376237849	376243869	+	931.5	552	https://www.orthodb.org/v10?query=6697at38820	XS domain
6713at38820	Duplicated	Chr4A	1219451	1222297	+	744.8	371	https://www.orthodb.org/v10?query=6713at38820	Sn1-specific diacylglycerol lipase alpha
6713at38820	Duplicated	Chr4D	1179864	1182765	+	778.1	412	https://www.orthodb.org/v10?query=6713at38820	Sn1-specific diacylglycerol lipase alpha
6715at38820	Duplicated	Chr5A	455326511	455328283	-	779.1	456	https://www.orthodb.org/v10?query=6715at38820	galactoside 2-alpha-L-fucosyltransferase
6715at38820	Duplicated	Chr5D:356786928-420895805	356786928	356788685	-	806.0	469	https://www.orthodb.org/v10?query=6715at38820	galactoside 2-alpha-L-fucosyltransferase
6717at38820	Duplicated	Chr5B	90991320	90994951	-	871.5	483	https://www.orthodb.org/v10?query=6717at38820	protein misato homolog 1
6717at38820	Duplicated	Chr5D	80820266	80823931	-	874.2	484	https://www.orthodb.org/v10?query=6717at38820	protein misato homolog 1
6717at38820	Duplicated	Chr5A	78899419	78903031	-	886.5	485	https://www.orthodb.org/v10?query=6717at38820	protein misato homolog 1
